b_cate,m_cate,s_href,s_cate,book_img,book_name,book_url,book_desc,book_price,book_author,book_publish_data,book_press,book_comment
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/29/32/1427981177-1_b_5.jpg, 2020年王道计算机组成原理考研复习指导 电子工业出版社 【文轩正版图书】书中所有选择题视频全免费，扫码即看,http://product.dangdang.com/1427981177.html,本书是计算机专业研究生入学考试“操作系统”课程的复习用书，内容包括操作系统概述、进程管理、内存管理、 文件管理、输入/输出（I/O）管理等。全书严格按照新版计算机考研大纲的操作系统部分，对大纲所涉及的知识点进行 集中梳理，力求内容精炼、重点突出、深入浅出。本书精选各名校的历年考研真题，给出详细的解题思路，力求实现 讲练结合、灵活掌握、举一反三的功效。通过本书“书本＋在线”的学习方式与网上答疑，可大大提高考生的复习效 果，达到事半功倍的复习效率。 本书可作为考生参加计算机专业研究生入学考试的备考复习用书，也可作为计算机专业的学生学习操作系统课程 的辅导用书。,¥42.00,,2018-11-01,电子工业出版社,17条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/19/21/1437471703-1_b_2.jpg, 系统架构设计师教程 希赛教育软考学院 编著 【文轩网正版图书】系统架构设计师教程 希赛教育软考学院 编著,http://product.dangdang.com/1437471703.html,,¥78.20,希赛教育软考学院,2017-09-01,电子工业出版社,3条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/38/35/1406635103-1_b_1.jpg, 全国GIS应用水平考试重要知识点复习一本通 全国GIS应用水平考试教材编写委员会 组编 【文轩网正版图书】全国GIS应用水平考试重要知识点复习一本通 全国GIS应用水平考试教材编写委员会 组编,http://product.dangdang.com/1406635103.html,,¥17.70,全国GIS应用水平考试教材,2016-06-01,武汉大学出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/28/6/1427981077-1_b_5.jpg, 2020年王道操作系统考研复习指导 电子工业出版社 【文轩正版图书】书中所有选择题视频全免费，扫码即看,http://product.dangdang.com/1427981077.html,本书是计算机专业研究生入学考试“操作系统”课程的复习用书，内容包括操作系统概述、进程管理、内存管理、 文件管理、输入/输出（I/O）管理等。全书严格按照新版计算机考研大纲的操作系统部分，对大纲所涉及的知识点进行 集中梳理，力求内容精炼、重点突出、深入浅出。本书精选各名校的历年考研真题，给出详细的解题思路，力求实现 讲练结合、灵活掌握、举一反三的功效。通过本书“书本＋在线”的学习方式与网上答疑，可大大提高考生的复习效 果，达到事半功倍的复习效率。 本书可作为考生参加计算机专业研究生入学考试的备考复习用书，也可作为计算机专业的学生学习操作系统课程 的辅导用书。,¥42.00,,2019-01-01,电子工业出版社,17条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/14/13/1392386603-1_b_1.jpg, 全国计算机等级考试二级C语言程序设计教程同步习题与上机测试 未来教育教学与研究中心 编 著作 【文轩网正版图书】全国计算机等级考试二级C语言程序设计教程同步习题与上机测试 未来教育教学与研究中心 编 著作,http://product.dangdang.com/1392386603.html,,¥24.50,未来教育教学与研究中心,2015-06-01,高等教育出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/40/9/1467344677-1_b_1.jpg, 全国计算机等级考试二级教程 ACCESS数据库程序设计(2019年版) 高等教育出版社 【文轩正版图书】,http://product.dangdang.com/1467344677.html,,¥34.60,教育部考试中心,2018-11-01,高等教育出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/81/1/1137748077-1_b_1.jpg, 操作系统考研复习指导 王道论坛 组编 【文轩正版图书】,http://product.dangdang.com/1137748077.html,,¥34.60,王道论坛,2018-04-01,电子工业出版社,10条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/67/19/1435449577-1_b_1.jpg, 天勤论坛 2020版数据结构高分笔记 第8版 机械工业出版社 【文轩正版图书】,http://product.dangdang.com/1435449577.html,,¥43.40,,2019-01-01,机械工业出版社,14条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/12/13/1414423803-1_b_1.jpg, 天勤系列计算机考研2020版操作系统高分笔记+数据结构高分笔记第8版 2册 【文轩网正版图书】天勤系列计算机考研2020版操作系统高分笔记+数据结构高分笔记第8版 2册 刘泱 等著,http://product.dangdang.com/1414423803.html,,¥80.80,刘泱,2018-12-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/44/6/1372936103-1_b_1.jpg," 软件设计师考试同步辅导——考点串讲、真题详解与强化训练 第3版 钟彩华、傅伟玉、高洁、吕向阳 著 钟彩华,傅伟玉 编 【文轩网正版图书】软件设计师考试同步辅导——考点串讲、真题详解与强化训练 第3版 钟彩华、傅伟玉、高洁、吕向阳 著 钟彩华,傅伟玉 编",http://product.dangdang.com/1372936103.html,,¥81.60,钟彩华傅伟玉高洁吕向阳,2018-09-01,清华大学出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/48/27/1418941110-1_b_1.jpg, adobe Photoshop CC 2018+Premiere Pro CC 2018+ After Effects adobe ps+pr+ae,http://product.dangdang.com/1418941110.html,,¥368.00,,2018-12-10,人民邮电出版社,14条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/11/10/1241760377-1_b_3.jpg, 中国水利水电出版社 信息系统项目管理师考试32小时通关 中国水利水电出版社 【文轩正版图书】,http://product.dangdang.com/1241760377.html,,¥33.40,薛大龙,2018-03-01,中国水利水电出版社,14条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/50/27/1035124052-1_b_1.jpg, PS人像修图那些事--photoshop人像修图技术 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095 QQ514574705,http://product.dangdang.com/1035124052.html,,¥37.00,育蝶,2015-08-01,北京中电电子出版社,7条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/78/30/1418944110-1_b_1.jpg, Adobe After Effects CC 2018经典教程彩色版 ae教程书籍a AE CC视频影视后期制作AE软 Adobe After Effects CC,http://product.dangdang.com/1418944110.html,,¥148.00,,2018-12-09,人民邮电出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/7/3/1373506603-1_b_1.jpg," CISSP认证考试指南 (美)肖恩·哈里斯(Shon Harris),(美)？费尔南多·梅密(Fernando May 【文轩网正版图书】CISSP认证考试指南 (美)肖恩·哈里斯(Shon Harris),(美)？费尔南多·梅密(Fernando Maymi) 著；唐俊飞 译",http://product.dangdang.com/1373506603.html,,¥126.40,肖恩·哈里斯ShonHarris费尔南多·梅密Ferna,2018-01-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/82/4/1475239177-1_b_1.jpg, 王道考研系列 计算机专业基础综合考试真题思路分析 2019 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1475239177.html,,¥35.90,王道论坛,2018-10-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/22/16/1465927177-1_b_1.jpg, 2020年王道数据结构+操作系统考研复习指导2册 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1465927177.html,,¥94.60,王道论坛,2018-12-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/81/11/1375157403-1_b_1.jpg, 网络规划设计师考试全程指导 无 著作 张友生 等 主编 【文轩网正版图书】网络规划设计师考试全程指导 无 著作 张友生 等 主编,http://product.dangdang.com/1375157403.html,,¥71.20,,2014-08-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/54/6/1394665722-1_b_1.jpg, 王道考研系列 2020(4册) 中国水利水电出版社 【文轩正版图书】,http://product.dangdang.com/1394665722.html,,¥164.30,,2019-01-01,中国水利水电出版社,7条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/58/22/1466277277-1_b_1.jpg, 信息系统项目管理师考试辅导教程 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1466277277.html,,¥81.40,希赛教育软考学院,2018-05-01,电子工业出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/15/11/1027378752-1_b_2.jpg, ps广告设计视频教程ps广告设计视频教程 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095,http://product.dangdang.com/1027378752.html,,¥52.00,育蝶,2015-08-01,北京中电电子出版社,12条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/27/15/1435445577-1_b_1.jpg, 天勤论坛 2020版计算机网络高分笔记 第8版 机械工业出版社 【文轩正版图书】,http://product.dangdang.com/1435445577.html,,¥34.30,,2019-01-01,机械工业出版社,8条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/32/12/1403278403-1_b_1.jpg, 信息系统项目管理师考试试题分类精解 希赛教育软考学院 编著 【文轩网正版图书】信息系统项目管理师考试试题分类精解 希赛教育软考学院 编著,http://product.dangdang.com/1403278403.html,,¥70.30,希赛教育软考学院,2017-09-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/88/1/1367218303-1_b_1.jpg, 软件设计师考试大纲 编者:全国计算机专业技术资格考试办公室 著作 【文轩网正版图书】软件设计师考试大纲 编者:全国计算机专业技术资格考试办公室 著作,http://product.dangdang.com/1367218303.html,,¥12.80,全国计算机专业技术资格考试办公室,2018-04-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/12/24/1437837303-1_b_1.jpg, 2020年王道数据结构+操作系统考研复习指导2册 王道论坛 【文轩网正版图书】2020年王道数据结构+操作系统考研复习指导2册 王道论坛,http://product.dangdang.com/1437837303.html,,¥90.10,王道论坛,2018-12-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/19/23/1467728677-1_b_1.jpg, 软件设计师历年真题解析 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1467728677.html,,¥43.00,薛大龙,2018-03-01,电子工业出版社,4条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/31/10/1427981377-1_b_5.jpg, 2020年王道计算机网络考研复习指导 电子工业出版社 【文轩正版图书】书中所有选择题视频全免费，扫码即看,http://product.dangdang.com/1427981377.html,本书是计算机专业研究生入学考试“计算机网络”课程的复习用书，内容包括计算机网络体系结构、物理层、数 据链路层、网络层、传输层、应用层等。本书严格按照新版计算机统考大纲的计算机网络部分，对大纲所涉及的知识 点进行集中梳理，力求内容精炼、重点突出、深入浅出。本书精选各名校的历年考研真题，并给出详细的解题思路， 力求实现讲练结合、灵活掌握、举一反三的功效。通过本书“书本＋在线”的学习方式和网上答疑方式，读者在使用 本书时遇到的任何疑难点，都可以在王道论坛发帖与道友互动。 本书可作为考生参加计算机专业研究生入学考试的备考复习用书，也可作为计算机专业的学生学习计算机网络课 程的辅导用书。,¥41.20,,2018-11-01,电子工业出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/11/24/1371200303-1_b_1.jpg, 全国计算机等级考试一级教程 全国计算机等级考试命题研究组 编 【文轩网正版图书】全国计算机等级考试一级教程 全国计算机等级考试命题研究组 编,http://product.dangdang.com/1371200303.html,,¥27.00,全国计算机等级考试命题研究组,2017-07-01,南开大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/95/12/1418955710-1_b_1.jpg, 正版 彩色版2017 Adobe Premiere Pro CC经典教程加After Effects CC Pro C Ae+Pr,http://product.dangdang.com/1418955710.html,,¥246.00,,2018-12-06,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/46/13/1377153703-1_b_1.jpg, 系统架构设计师考试全程指导 无 著作 张友生 等 主编 【文轩网正版图书】系统架构设计师考试全程指导 无 著作 张友生 等 主编,http://product.dangdang.com/1377153703.html,,¥71.20,,2014-08-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/60/30/1404865203-1_b_1.jpg, 信息安全工程师考试大纲 全国计算机专业技术资格考试办公室 编 【文轩网正版图书】信息安全工程师考试大纲 全国计算机专业技术资格考试办公室 编,http://product.dangdang.com/1404865203.html,本书是全国计算机专业技术资格考试办公室编写的信息安全工程师考试大纲。 书中还包括了人力资源和社会保障部、工业和信息化部的有关文件以及考试简介。 信息安全工程师考试大纲是针对本考试的中级资格制定的。 通过本考试的考生，可被用人单位择优聘任为工程师。,¥12.80,全国计算机专业技术资格考试办公室,2016-07-01,清华大学出版社,0条评论
